[search_qa:sdar:qwen2_5_3b] selected device=cuda:0
/home/sww35/openresearch/.venv/lib/python3.12/site-packages/transformers/utils/hub.py:110: FutureWarning: Using `TRANSFORMERS_CACHE` is deprecated and will be removed in v5 of Transformers. Use `HF_HOME` instead.
  warnings.warn(
`torch_dtype` is deprecated! Use `dtype` instead!
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:00<00:00,  1.79it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  2.60it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  2.44it/s]
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:00<00:00,  1.86it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  2.64it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  2.48it/s]
`use_cache=True` is incompatible with gradient checkpointing. Setting `use_cache=False`.
[search_qa:sdar:qwen2_5_3b] step 55/150 loss=0.0703 reward=0.000 gate=0.531 opsd=0.7031 wall=5.1s
[search_qa:sdar:qwen2_5_3b] step 56/150 loss=-0.0030 reward=0.022 gate=0.062 opsd=-0.0106 wall=5.0s
[search_qa:sdar:qwen2_5_3b] step 57/150 loss=0.0063 reward=0.000 gate=0.344 opsd=0.0635 wall=5.1s
[search_qa:sdar:qwen2_5_3b] step 58/150 loss=0.0011 reward=0.000 gate=0.125 opsd=0.0113 wall=5.4s
[search_qa:sdar:qwen2_5_3b] step 59/150 loss=0.0006 reward=0.000 gate=0.125 opsd=0.0059 wall=5.2s
[search_qa:sdar:qwen2_5_3b] step 60/150 loss=-0.0006 reward=0.000 gate=0.031 opsd=-0.0056 wall=5.4s
[search_qa:sdar:qwen2_5_3b] step 61/150 loss=0.0065 reward=0.012 gate=0.156 opsd=0.0052 wall=5.4s
[search_qa:sdar:qwen2_5_3b] step 62/150 loss=0.0072 reward=0.000 gate=0.250 opsd=0.0718 wall=5.2s
[search_qa:sdar:qwen2_5_3b] step 63/150 loss=0.0025 reward=0.000 gate=0.219 opsd=0.0248 wall=5.1s
[search_qa:sdar:qwen2_5_3b] step 64/150 loss=4.2500 reward=0.015 gate=0.156 opsd=0.0058 wall=5.7s
[search_qa:sdar:qwen2_5_3b] step 65/150 loss=0.0135 reward=0.000 gate=0.344 opsd=0.1357 wall=5.4s
[search_qa:sdar:qwen2_5_3b] step 66/150 loss=0.0209 reward=0.000 gate=0.375 opsd=0.2090 wall=5.1s
[search_qa:sdar:qwen2_5_3b] step 67/150 loss=0.0306 reward=0.000 gate=0.375 opsd=0.3066 wall=5.3s
[search_qa:sdar:qwen2_5_3b] step 68/150 loss=0.0086 reward=0.004 gate=0.312 opsd=0.1494 wall=5.0s
[search_qa:sdar:qwen2_5_3b] step 69/150 loss=0.0085 reward=0.000 gate=0.250 opsd=0.0854 wall=5.0s
[search_qa:sdar:qwen2_5_3b] step 70/150 loss=0.0801 reward=0.043 gate=0.312 opsd=0.3359 wall=5.1s
[search_qa:sdar:qwen2_5_3b] step 71/150 loss=0.0254 reward=0.000 gate=0.312 opsd=0.2539 wall=5.0s
[search_qa:sdar:qwen2_5_3b] step 72/150 loss=0.0070 reward=0.000 gate=0.312 opsd=0.0703 wall=5.3s
[search_qa:sdar:qwen2_5_3b] step 73/150 loss=0.0095 reward=0.006 gate=0.375 opsd=0.1738 wall=5.1s
[search_qa:sdar:qwen2_5_3b] step 74/150 loss=0.0251 reward=0.000 gate=0.281 opsd=0.2520 wall=5.2s
[search_qa:sdar:qwen2_5_3b] step 75/150 loss=0.0160 reward=0.000 gate=0.438 opsd=0.1602 wall=5.2s
[search_qa:sdar:qwen2_5_3b] step 76/150 loss=0.0227 reward=0.000 gate=0.406 opsd=0.2275 wall=5.0s
[search_qa:sdar:qwen2_5_3b] step 77/150 loss=-0.0095 reward=0.009 gate=0.250 opsd=0.0211 wall=5.7s
[search_qa:sdar:qwen2_5_3b] step 78/150 loss=0.0242 reward=0.000 gate=0.344 opsd=0.2422 wall=5.2s
[search_qa:sdar:qwen2_5_3b] step 79/150 loss=0.0031 reward=0.008 gate=0.344 opsd=0.0549 wall=5.3s
[search_qa:sdar:qwen2_5_3b] step 80/150 loss=0.0148 reward=0.000 gate=0.281 opsd=0.1475 wall=5.3s
[search_qa:sdar:qwen2_5_3b] step 81/150 loss=0.0300 reward=0.000 gate=0.438 opsd=0.3008 wall=5.0s
[search_qa:sdar:qwen2_5_3b] step 82/150 loss=0.1064 reward=0.038 gate=0.281 opsd=0.2617 wall=5.0s
[search_qa:sdar:qwen2_5_3b] step 83/150 loss=0.0669 reward=0.084 gate=0.344 opsd=0.1699 wall=5.6s
[search_qa:sdar:qwen2_5_3b] step 84/150 loss=0.1426 reward=0.012 gate=0.219 opsd=0.1992 wall=5.1s
[search_qa:sdar:qwen2_5_3b] step 85/150 loss=-0.0033 reward=0.008 gate=0.406 opsd=0.1357 wall=5.0s
[search_qa:sdar:qwen2_5_3b] step 86/150 loss=0.0177 reward=0.000 gate=0.250 opsd=0.1768 wall=5.2s
[search_qa:sdar:qwen2_5_3b] step 87/150 loss=0.0162 reward=0.000 gate=0.344 opsd=0.1621 wall=5.3s
[search_qa:sdar:qwen2_5_3b] step 88/150 loss=0.0200 reward=0.000 gate=0.281 opsd=0.2002 wall=5.2s
[search_qa:sdar:qwen2_5_3b] step 89/150 loss=0.0135 reward=0.000 gate=0.344 opsd=0.1348 wall=5.5s
[search_qa:sdar:qwen2_5_3b] step 90/150 loss=0.0125 reward=0.000 gate=0.281 opsd=0.1250 wall=5.1s
[search_qa:sdar:qwen2_5_3b] step 91/150 loss=0.0045 reward=0.009 gate=0.250 opsd=0.0052 wall=6.3s
[search_qa:sdar:qwen2_5_3b] step 92/150 loss=0.0045 reward=0.016 gate=0.188 opsd=0.1367 wall=5.3s
[search_qa:sdar:qwen2_5_3b] step 93/150 loss=0.0143 reward=0.000 gate=0.312 opsd=0.1426 wall=5.2s
[search_qa:sdar:qwen2_5_3b] step 94/150 loss=0.0182 reward=0.044 gate=0.250 opsd=0.1533 wall=5.5s
[search_qa:sdar:qwen2_5_3b] step 95/150 loss=0.0135 reward=0.000 gate=0.312 opsd=0.1357 wall=5.2s
[search_qa:sdar:qwen2_5_3b] step 96/150 loss=0.0098 reward=0.025 gate=0.031 opsd=-0.0166 wall=6.3s
[search_qa:sdar:qwen2_5_3b] step 97/150 loss=0.0219 reward=0.000 gate=0.375 opsd=0.2188 wall=5.2s
[search_qa:sdar:qwen2_5_3b] step 98/150 loss=0.0087 reward=0.000 gate=0.344 opsd=0.0874 wall=5.6s
[search_qa:sdar:qwen2_5_3b] step 99/150 loss=0.0239 reward=0.010 gate=0.312 opsd=0.1807 wall=5.3s
[search_qa:sdar:qwen2_5_3b] step 100/150 loss=0.0186 reward=0.004 gate=0.375 opsd=0.2812 wall=5.1s
[search_qa:sdar:qwen2_5_3b] step 101/150 loss=0.0082 reward=0.008 gate=0.344 opsd=0.1416 wall=5.2s
[search_qa:sdar:qwen2_5_3b] step 102/150 loss=0.0260 reward=0.000 gate=0.438 opsd=0.2598 wall=5.1s
[search_qa:sdar:qwen2_5_3b] step 103/150 loss=0.0032 reward=0.000 gate=0.219 opsd=0.0322 wall=5.1s
[search_qa:sdar:qwen2_5_3b] step 104/150 loss=0.1758 reward=0.122 gate=0.312 opsd=0.0437 wall=5.1s
[search_qa:sdar:qwen2_5_3b] step 105/150 loss=0.0239 reward=0.013 gate=0.344 opsd=0.1670 wall=5.2s
[search_qa:sdar:qwen2_5_3b] step 106/150 loss=0.0085 reward=0.000 gate=0.344 opsd=0.0854 wall=5.2s
[search_qa:sdar:qwen2_5_3b] step 107/150 loss=0.0135 reward=0.000 gate=0.250 opsd=0.1357 wall=5.4s
[search_qa:sdar:qwen2_5_3b] step 108/150 loss=0.0432 reward=0.000 gate=0.344 opsd=0.4316 wall=5.2s
[search_qa:sdar:qwen2_5_3b] step 109/150 loss=0.0134 reward=0.000 gate=0.312 opsd=0.1338 wall=5.5s
[search_qa:sdar:qwen2_5_3b] step 110/150 loss=0.0055 reward=0.000 gate=0.281 opsd=0.0552 wall=5.0s
[search_qa:sdar:qwen2_5_3b] step 111/150 loss=0.0044 reward=0.000 gate=0.281 opsd=0.0442 wall=5.3s
[search_qa:sdar:qwen2_5_3b] step 112/150 loss=0.0195 reward=0.012 gate=0.250 opsd=0.0420 wall=5.4s
[search_qa:sdar:qwen2_5_3b] step 113/150 loss=0.2129 reward=0.053 gate=0.281 opsd=0.2773 wall=5.1s
[search_qa:sdar:qwen2_5_3b] step 114/150 loss=-0.0134 reward=0.030 gate=0.062 opsd=-0.0122 wall=5.9s
[search_qa:sdar:qwen2_5_3b] step 115/150 loss=0.0015 reward=0.007 gate=0.219 opsd=0.0713 wall=5.4s
[search_qa:sdar:qwen2_5_3b] step 116/150 loss=0.0002 reward=0.000 gate=0.156 opsd=0.0015 wall=5.3s
[search_qa:sdar:qwen2_5_3b] step 117/150 loss=0.0013 reward=0.000 gate=0.250 opsd=0.0132 wall=5.3s
[search_qa:sdar:qwen2_5_3b] step 118/150 loss=0.0366 reward=0.071 gate=0.344 opsd=0.1206 wall=5.1s
[search_qa:sdar:qwen2_5_3b] step 119/150 loss=0.0131 reward=0.024 gate=0.375 opsd=0.1914 wall=5.6s
[search_qa:sdar:qwen2_5_3b] step 120/150 loss=0.0304 reward=0.083 gate=0.344 opsd=0.1416 wall=5.1s
[search_qa:sdar:qwen2_5_3b] step 121/150 loss=0.0074 reward=0.000 gate=0.250 opsd=0.0742 wall=5.0s
[search_qa:sdar:qwen2_5_3b] step 122/150 loss=0.0347 reward=0.000 gate=0.312 opsd=0.3477 wall=5.2s
[search_qa:sdar:qwen2_5_3b] step 123/150 loss=0.1055 reward=0.195 gate=0.156 opsd=0.0452 wall=5.0s
[search_qa:sdar:qwen2_5_3b] step 124/150 loss=0.0091 reward=0.003 gate=0.125 opsd=0.1279 wall=5.2s
[search_qa:sdar:qwen2_5_3b] step 125/150 loss=0.0032 reward=0.000 gate=0.250 opsd=0.0320 wall=5.6s
[search_qa:sdar:qwen2_5_3b] step 126/150 loss=0.0123 reward=0.016 gate=0.375 opsd=0.2422 wall=5.0s
[search_qa:sdar:qwen2_5_3b] step 127/150 loss=-0.0049 reward=0.031 gate=0.125 opsd=0.0242 wall=5.6s
[search_qa:sdar:qwen2_5_3b] step 128/150 loss=0.0025 reward=0.000 gate=0.281 opsd=0.0250 wall=5.2s
[search_qa:sdar:qwen2_5_3b] step 129/150 loss=0.0060 reward=0.000 gate=0.219 opsd=0.0603 wall=5.2s
[search_qa:sdar:qwen2_5_3b] step 130/150 loss=0.0124 reward=0.000 gate=0.344 opsd=0.1240 wall=5.2s
[search_qa:sdar:qwen2_5_3b] step 131/150 loss=0.0103 reward=0.000 gate=0.281 opsd=0.1030 wall=5.6s
[search_qa:sdar:qwen2_5_3b] step 132/150 loss=0.0289 reward=0.000 gate=0.375 opsd=0.2891 wall=5.3s
[search_qa:sdar:qwen2_5_3b] step 133/150 loss=0.0168 reward=0.000 gate=0.375 opsd=0.1689 wall=5.4s
[search_qa:sdar:qwen2_5_3b] step 134/150 loss=0.0043 reward=0.000 gate=0.219 opsd=0.0435 wall=6.1s
[search_qa:sdar:qwen2_5_3b] step 135/150 loss=0.0008 reward=0.000 gate=0.188 opsd=0.0082 wall=5.4s
[search_qa:sdar:qwen2_5_3b] step 136/150 loss=0.0029 reward=0.015 gate=0.188 opsd=0.0977 wall=5.4s
[search_qa:sdar:qwen2_5_3b] step 137/150 loss=0.0066 reward=0.005 gate=0.188 opsd=0.0219 wall=6.4s
[search_qa:sdar:qwen2_5_3b] step 138/150 loss=0.0179 reward=0.000 gate=0.281 opsd=0.1797 wall=5.3s
[search_qa:sdar:qwen2_5_3b] step 139/150 loss=0.0173 reward=0.000 gate=0.250 opsd=0.1729 wall=5.2s
[search_qa:sdar:qwen2_5_3b] step 140/150 loss=0.2129 reward=0.006 gate=0.312 opsd=0.2500 wall=5.0s
[search_qa:sdar:qwen2_5_3b] step 141/150 loss=0.0053 reward=0.000 gate=0.250 opsd=0.0527 wall=5.2s
[search_qa:sdar:qwen2_5_3b] step 142/150 loss=0.0153 reward=0.000 gate=0.219 opsd=0.1523 wall=5.4s
[search_qa:sdar:qwen2_5_3b] step 143/150 loss=0.0100 reward=0.013 gate=0.406 opsd=0.1680 wall=5.4s
[search_qa:sdar:qwen2_5_3b] step 144/150 loss=0.0026 reward=0.000 gate=0.281 opsd=0.0262 wall=5.6s
[search_qa:sdar:qwen2_5_3b] step 145/150 loss=0.0342 reward=0.037 gate=0.438 opsd=0.2432 wall=5.2s
[search_qa:sdar:qwen2_5_3b] step 146/150 loss=0.0135 reward=0.000 gate=0.406 opsd=0.1348 wall=5.0s
[search_qa:sdar:qwen2_5_3b] step 147/150 loss=0.0249 reward=0.044 gate=0.312 opsd=0.0427 wall=5.5s
[search_qa:sdar:qwen2_5_3b] step 148/150 loss=-0.0171 reward=0.047 gate=0.344 opsd=0.0105 wall=5.7s
[search_qa:sdar:qwen2_5_3b] step 149/150 loss=0.0214 reward=0.000 gate=0.469 opsd=0.2139 wall=5.2s
[search_qa:sdar:qwen2_5_3b] step 150/150 loss=0.0295 reward=0.000 gate=0.500 opsd=0.2949 wall=5.0s
[search_qa:grpo:qwen2_5_3b] selected device=cuda:1
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:00<00:00,  1.70it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  2.49it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  2.32it/s]
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:00<00:00,  1.73it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  2.39it/s]Loading checkpoint shards: 100%|██████████| 2/2 [00:00<00:00,  2.26it/s]
[search_qa:grpo:qwen2_5_3b] step 1/150 loss=-0.0000 reward=0.000 gate=0.000 opsd=0.0000 wall=4.9s
[search_qa:grpo:qwen2_5_3b] step 2/150 loss=-0.0003 reward=0.003 gate=0.000 opsd=0.0000 wall=4.4s
[search_qa:grpo:qwen2_5_3b] step 3/150 loss=-0.0000 reward=0.000 gate=0.781 opsd=0.6758 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 4/150 loss=-0.0000 reward=0.000 gate=0.781 opsd=0.4902 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 5/150 loss=-0.0000 reward=0.000 gate=0.875 opsd=0.4238 wall=4.2s
[search_qa:grpo:qwen2_5_3b] step 6/150 loss=-0.0000 reward=0.000 gate=0.875 opsd=0.5664 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 7/150 loss=-0.0000 reward=0.000 gate=0.938 opsd=0.9102 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 8/150 loss=-0.0000 reward=0.000 gate=0.938 opsd=0.8047 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 9/150 loss=0.0601 reward=0.005 gate=0.594 opsd=0.5547 wall=4.2s
[search_qa:grpo:qwen2_5_3b] step 10/150 loss=-0.0000 reward=0.000 gate=0.688 opsd=0.0557 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 11/150 loss=-0.0000 reward=0.000 gate=0.812 opsd=0.0806 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 12/150 loss=-0.0000 reward=0.000 gate=0.906 opsd=0.1001 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 13/150 loss=-0.0000 reward=0.000 gate=0.938 opsd=0.2051 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 14/150 loss=0.0024 reward=0.009 gate=0.875 opsd=0.0845 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 15/150 loss=-0.0000 reward=0.000 gate=0.781 opsd=0.1494 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 16/150 loss=-0.0000 reward=0.000 gate=0.812 opsd=0.0859 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 17/150 loss=-0.0000 reward=0.000 gate=0.906 opsd=0.4355 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 18/150 loss=-0.0000 reward=0.000 gate=0.781 opsd=0.0962 wall=4.4s
[search_qa:grpo:qwen2_5_3b] step 19/150 loss=-0.0000 reward=0.000 gate=0.906 opsd=0.3281 wall=5.2s
[search_qa:grpo:qwen2_5_3b] step 20/150 loss=-0.0000 reward=0.000 gate=0.656 opsd=0.1377 wall=4.4s
[search_qa:grpo:qwen2_5_3b] step 21/150 loss=0.0164 reward=0.007 gate=0.875 opsd=0.1855 wall=4.7s
[search_qa:grpo:qwen2_5_3b] step 22/150 loss=-0.0067 reward=0.042 gate=0.250 opsd=0.0004 wall=4.7s
[search_qa:grpo:qwen2_5_3b] step 23/150 loss=-0.0000 reward=0.000 gate=0.219 opsd=0.1289 wall=4.4s
[search_qa:grpo:qwen2_5_3b] step 24/150 loss=-0.0000 reward=0.000 gate=0.156 opsd=0.1494 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 25/150 loss=-0.0165 reward=0.023 gate=0.188 opsd=0.0128 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 26/150 loss=-0.0000 reward=0.000 gate=0.531 opsd=0.1348 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 27/150 loss=-0.0000 reward=0.000 gate=0.594 opsd=0.1104 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 28/150 loss=-0.0000 reward=0.000 gate=0.406 opsd=0.0535 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 29/150 loss=-0.0000 reward=0.000 gate=0.562 opsd=0.0835 wall=5.8s
[search_qa:grpo:qwen2_5_3b] step 30/150 loss=-0.0000 reward=0.000 gate=0.625 opsd=0.1050 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 31/150 loss=-0.0000 reward=0.000 gate=0.594 opsd=0.0884 wall=4.5s
[search_qa:grpo:qwen2_5_3b] step 32/150 loss=-0.0109 reward=0.016 gate=0.344 opsd=0.0114 wall=5.0s
[search_qa:grpo:qwen2_5_3b] step 33/150 loss=0.0112 reward=0.005 gate=0.750 opsd=0.2402 wall=4.6s
[search_qa:grpo:qwen2_5_3b] step 34/150 loss=-0.0000 reward=0.000 gate=0.750 opsd=0.2188 wall=5.1s
[search_qa:grpo:qwen2_5_3b] step 35/150 loss=-0.0000 reward=0.000 gate=0.688 opsd=0.1514 wall=5.1s
[search_qa:grpo:qwen2_5_3b] step 36/150 loss=-0.0000 reward=0.000 gate=0.688 opsd=0.1191 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 37/150 loss=-0.0000 reward=0.000 gate=0.781 opsd=0.2715 wall=4.4s
[search_qa:grpo:qwen2_5_3b] step 38/150 loss=-0.0014 reward=0.030 gate=0.562 opsd=0.0942 wall=4.3s
[search_qa:grpo:qwen2_5_3b] step 39/150 loss=0.0098 reward=0.014 gate=0.562 opsd=0.0801 wall=5.3s
[search_qa:grpo:qwen2_5_3b] step 40/150 loss=-0.0000 reward=0.000 gate=0.375 opsd=0.0554 wall=4.4s
[search_qa:grpo:qwen2_5_3b] step 41/150 loss=-0.0000 reward=0.000 gate=0.125 opsd=-0.0021 wall=5.1s
